UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure,Failure Type
6275,M21134,M,301.2,310.7,1543,32.9,40,False,No Failure
6831,M21690,M,301.0,310.9,1359,53.4,180,False,No Failure
6778,L53957,L,301.2,310.7,1951,21.3,44,False,No Failure
1360,L48539,L,298.7,310.2,1404,50.3,54,False,No Failure
3150,H32563,H,300.4,309.7,1500,35.2,112,False,No Failure
6373,M21232,M,300.0,309.5,1879,22.4,79,False,No Failure
1889,M16748,M,297.8,307.4,1902,24.3,129,False,No Failure
8336,M23195,M,299.0,309.8,2240,15.9,144,False,No Failure
1372,M16231,M,298.7,310.3,1495,38.7,88,False,No Failure
2696,L49875,L,300.0,309.5,1869,22.7,49,False,No Failure
9782,L56961,L,298.8,309.9,1441,41.6,62,False,No Failure
8493,M23352,M,298.4,309.5,1514,38.8,128,False,No Failure
7316,L54495,L,299.9,310.4,1470,50.0,148,False,No Failure
4305,L51484,L,301.6,310.1,1694,26.3,14,False,No Failure
452,H29865,H,297.5,308.6,1440,46.1,84,False,No Failure
1734,L48913,L,298.4,308.0,1515,42.8,125,False,No Failure
14,M14873,M,298.6,309.2,1742,30.0,37,False,No Failure
3966,L51145,L,302.3,311.5,1507,37.5,55,False,No Failure
2013,L49192,L,298.6,308.4,1397,46.4,36,False,No Failure
7590,L54769,L,300.4,311.0,1802,26.0,197,False,No Failure
9449,L56628,L,298.2,309.0,1780,29.3,91,False,No Failure
7828,M22687,M,299.8,311.1,1452,44.3,167,False,No Failure
8582,M23441,M,297.5,308.0,1429,45.8,148,False,No Failure
6537,L53716,L,301.3,310.5,1406,47.1,83,False,No Failure
1218,L48397,L,297.0,308.1,1455,43.5,122,False,No Failure
3584,L50763,L,301.8,310.7,1751,29.3,133,False,No Failure
8269,M23128,M,299.2,310.8,1502,39.8,177,False,No Failure
8903,H38316,H,297.4,308.7,1522,46.3,146,False,No Failure
2694,M17553,M,300.1,309.6,1622,36.1,43,False,No Failure
5860,L53039,L,301.3,311.0,1542,33.6,80,False,No Failure
9486,L56665,L,298.9,309.6,1589,34.2,197,False,No Failure
7846,L55025,L,300.2,311.8,1798,23.2,210,False,No Failure
8590,M23449,M,297.3,307.8,1538,48.0,171,False,No Failure
1427,M16286,M,298.7,309.7,1622,34.6,8,False,No Failure
3273,M18132,M,301.3,310.0,1593,30.8,210,False,No Failure
1126,M15985,M,296.7,307.8,1375,51.4,108,False,No Failure
5104,L52283,L,304.1,313.4,1399,43.7,111,False,No Failure
8675,M23534,M,297.4,308.6,1528,29.1,163,False,No Failure
8313,M23172,M,298.8,310.0,1529,38.5,77,False,No Failure
3013,L50192,L,300.4,309.6,1432,44.7,192,False,No Failure
893,L48072,L,295.7,306.1,1343,54.4,119,False,No Failure
7579,L54758,L,300.4,311.2,1673,28.9,171,False,No Failure
7114,L54293,L,300.9,310.4,1561,32.7,67,False,No Failure
5644,L52823,L,302.5,312.0,1574,42.0,188,False,No Failure
7781,L54960,L,300.4,311.6,1815,23.5,49,False,No Failure
8415,L55594,L,298.6,309.8,1842,20.1,142,False,No Failure
5268,M20127,M,303.5,312.9,1438,42.8,106,False,No Failure
5197,H34610,H,303.9,313.0,1517,36.0,142,False,No Failure
1180,L48359,L,297.3,308.4,1441,43.4,14,False,No Failure
1709,L48888,L,298.2,307.8,1627,31.5,64,False,No Failure
9758,M24617,M,298.6,309.9,1517,34.0,215,False,No Failure
7850,M22709,M,300.3,311.7,1374,47.9,222,True,Tool Wear Failure
2702,L49881,L,299.9,309.2,1333,50.8,61,False,No Failure
6296,H35709,H,301.1,310.6,1782,24.9,93,False,No Failure
2537,L49716,L,298.9,308.8,1281,53.9,77,False,No Failure
2430,L49609,L,298.9,308.3,1432,48.9,38,False,No Failure
360,M15219,M,297.6,308.3,1567,34.6,71,False,No Failure
1010,M15869,M,296.2,307.2,1385,44.0,5,False,No Failure
1294,H30707,H,298.7,309.8,1582,33.4,121,False,No Failure
7573,L54752,L,300.3,311.1,1676,28.6,158,False,No Failure
6454,L53633,L,300.7,310.2,1807,24.2,77,False,No Failure
675,L47854,L,297.8,309.0,1456,41.2,0,False,No Failure
1656,M16515,M,298.2,308.0,1577,35.9,151,False,No Failure
5199,L52378,L,303.8,312.8,1428,53.3,152,False,No Failure
7248,M22107,M,300.0,310.1,1314,53.5,199,False,No Failure
4593,L51772,L,302.9,311.1,1555,33.9,96,False,No Failure
9902,M24761,M,298.7,309.2,1423,48.9,187,False,No Failure
8371,L55550,L,298.8,309.8,1634,33.6,27,False,No Failure
45,M14904,M,298.8,309.1,1472,47.5,125,False,No Failure
9657,L56836,L,299.0,310.1,1623,33.0,210,False,No Failure
4728,M19587,M,303.4,311.8,1341,47.0,210,True,Heat Dissipation Failure
4496,L51675,L,302.6,310.4,1359,57.2,67,True,Heat Dissipation Failure
3263,L50442,L,301.3,310.1,1558,36.3,184,False,No Failure
538,H29951,H,297.4,309.3,1516,43.0,83,False,No Failure
4071,L51250,L,302.0,310.7,1348,58.1,83,False,No Failure
1571,L48750,L,298.2,308.4,1452,43.5,158,False,No Failure
1450,H30863,H,299.0,310.4,1677,30.8,73,False,No Failure
7683,M22542,M,300.7,311.7,1412,49.1,219,False,No Failure
7469,L54648,L,300.3,311.6,1560,37.7,107,False,No Failure
2130,H31543,H,299.4,309.0,1607,33.7,130,False,No Failure
7681,L54860,L,300.7,311.7,1395,43.7,215,False,No Failure
1242,M16101,M,297.1,308.5,1621,32.4,194,False,No Failure
6801,M21660,M,301.1,310.6,1310,48.8,103,False,No Failure
5957,L53136,L,300.7,310.9,1535,37.1,113,False,No Failure
4480,L51659,L,302.6,310.2,1923,21.5,18,False,No Failure
4357,L51536,L,302.0,309.8,1649,31.0,152,False,No Failure
3197,L50376,L,300.0,309.1,1489,40.3,7,False,No Failure
1251,L48430,L,297.3,308.7,1549,36.1,218,False,No Failure
3559,L50738,L,301.7,310.6,1743,26.2,71,False,No Failure
8919,L56098,L,297.1,308.2,1402,51.2,186,False,No Failure
7550,L54729,L,300.3,311.4,1544,41.6,97,False,No Failure
6795,L53974,L,301.3,310.8,1428,55.2,88,False,No Failure
134,M14993,M,298.7,308.4,1430,49.6,135,False,No Failure
8455,L55634,L,298.6,310.0,1522,40.3,32,False,No Failure
3570,M18429,M,301.8,310.6,1552,35.9,97,False,No Failure
9543,L56722,L,299.6,310.9,1716,28.5,117,False,No Failure
2988,M17847,M,300.6,309.8,1659,28.9,127,False,No Failure
4238,L51417,L,302.2,311.0,1832,23.2,70,False,No Failure
7951,L55130,L,300.8,311.6,1568,36.0,23,False,No Failure
3312,L50491,L,301.3,310.4,1459,44.7,92,False,No Failure
3239,M18098,M,300.9,309.4,1724,25.6,119,False,No Failure
4894,M19753,M,303.8,312.5,1448,44.3,195,False,No Failure
1448,M16307,M,299.0,310.3,1662,33.6,67,False,No Failure
5840,M20699,M,301.4,311.2,1541,36.3,28,False,No Failure
4357,L51536,L,302.0,309.8,1649,31.0,152,False,No Failure
4049,L51228,L,301.9,311.0,2691,12.1,31,True,Power Failure
804,H30217,H,296.9,307.8,1549,37.8,104,False,No Failure
1919,M16778,M,298.1,307.9,1496,40.0,0,False,No Failure
3697,L50876,L,302.1,311.2,1454,46.8,0,False,No Failure
5086,M19945,M,304.0,313.0,1377,56.0,61,False,No Failure
1464,L48643,L,298.8,310.1,1607,39.5,105,False,No Failure
9905,L57084,L,298.6,309.1,1537,35.7,198,False,No Failure
2294,L49473,L,299.5,308.9,1520,38.3,122,False,No Failure
5525,L52704,L,302.6,311.9,1633,30.9,89,False,No Failure
4367,L51546,L,302.0,309.9,1388,51.4,183,False,No Failure
4749,L51928,L,303.2,311.2,1363,46.7,29,True,Heat Dissipation Failure
1314,L48493,L,298.9,310.2,1359,56.9,166,False,No Failure
880,L48059,L,295.8,306.3,1337,54.6,87,False,No Failure
2047,L49226,L,299.3,309.1,1388,45.5,123,False,No Failure
4288,M19147,M,301.7,309.9,1457,39.2,192,False,No Failure
6363,L53542,L,300.0,309.6,1738,28.7,51,False,No Failure
8556,L55735,L,298.2,309.0,1596,37.2,87,False,No Failure
5397,L52576,L,302.8,312.4,1523,39.7,239,False,No Failure
4682,M19541,M,303.6,311.8,1659,34.7,94,False,No Failure
6579,L53758,L,301.4,310.4,1543,40.9,190,False,No Failure
4540,L51719,L,302.5,310.3,1592,32.6,174,False,No Failure
2436,L49615,L,298.9,308.2,1686,30.4,53,False,No Failure
2904,M17763,M,300.7,309.5,1733,26.7,108,False,No Failure
1484,L48663,L,298.0,308.9,1578,35.6,153,False,No Failure
8431,L55610,L,298.9,310.2,1304,57.2,183,False,No Failure
8764,L55943,L,297.5,308.8,1603,36.7,184,False,No Failure
3437,L50616,L,301.5,310.5,1466,48.1,189,False,No Failure
6515,L53694,L,301.0,309.9,1507,41.8,19,False,No Failure
8144,L55323,L,299.7,310.9,1477,40.4,83,False,No Failure
7887,M22746,M,300.6,312.2,2174,18.5,95,False,No Failure
8012,L55191,L,300.8,311.8,1427,43.3,180,False,No Failure
1194,L48373,L,297.1,308.2,1347,50.8,49,False,No Failure
5297,H34710,H,303.8,313.2,1379,50.2,178,False,No Failure
1887,L49066,L,297.9,307.6,1503,40.7,124,False,No Failure
8389,L55568,L,298.9,309.9,1365,46.5,75,False,No Failure
9922,M24781,M,298.5,308.7,1347,48.5,33,False,No Failure
4779,H34192,H,303.6,312.2,1371,54.6,112,True,Heat Dissipation Failure
6286,M21145,M,301.2,310.7,1426,46.1,67,False,No Failure
5151,L52330,L,304.3,313.5,1590,29.8,17,False,No Failure
6552,L53731,L,301.4,310.7,1616,36.5,121,False,No Failure
8157,L55336,L,299.6,310.8,1644,30.9,114,False,No Failure
745,L47924,L,296.7,308.1,1450,40.9,195,False,No Failure
6760,L53939,L,301.7,311.0,1441,44.3,208,True,Tool Wear Failure
8406,M23265,M,298.4,309.5,1484,41.7,119,False,No Failure
8790,L55969,L,297.4,308.5,1471,43.9,45,False,No Failure
2575,L49754,L,299.5,309.3,1972,19.3,177,False,No Failure
2046,M16905,M,299.3,309.1,1703,31.3,120,False,No Failure
9118,M23977,M,297.6,308.7,1475,46.6,54,False,No Failure
3739,M18598,M,302.3,311.2,1454,43.8,112,False,No Failure
4325,L51504,L,301.7,310.2,1486,43.0,66,False,No Failure
956,L48135,L,295.6,306.3,1911,20.9,74,False,No Failure
9204,L56383,L,297.8,308.8,1559,35.2,66,False,No Failure
2425,L49604,L,298.9,308.2,1828,23.8,26,False,No Failure
4285,L51464,L,301.8,310.0,1493,40.3,185,False,No Failure
3685,L50864,L,302.0,311.2,1270,65.3,182,True,Overstrain Failure
6780,M21639,M,301.3,310.8,1372,54.2,49,False,No Failure
552,L47731,L,297.4,309.2,1274,54.3,121,False,No Failure
6238,L53417,L,301.4,310.9,1414,38.8,162,False,No Failure
5531,M20390,M,302.3,311.8,1355,50.1,104,False,No Failure
8794,L55973,L,297.4,308.5,1782,25.9,54,False,No Failure
7724,L54903,L,300.5,311.6,1730,30.2,106,False,No Failure
4625,M19484,M,303.0,311.1,1428,39.8,181,False,No Failure
1915,L49094,L,298.0,307.7,1643,32.3,200,False,No Failure
5138,L52317,L,304.3,313.5,1464,36.7,194,False,No Failure
6358,L53537,L,300.2,309.8,1398,54.8,39,False,No Failure
1402,H30815,H,298.9,310.2,1532,37.7,166,False,No Failure
7130,L54309,L,300.6,310.0,1635,31.0,107,False,No Failure
5424,L52603,L,302.6,312.3,1647,31.8,52,False,No Failure
3687,L50866,L,302.0,311.1,1406,50.5,187,False,No Failure
4053,M18912,M,301.9,310.8,1563,39.2,39,False,No Failure
8212,L55391,L,299.2,310.6,1675,33.3,28,False,No Failure
3856,H33269,H,302.4,311.1,1578,32.3,196,False,No Failure
9301,L56480,L,298.1,308.9,1367,41.9,113,False,No Failure
7311,L54490,L,300.0,310.5,1606,33.5,135,False,No Failure
4172,M19031,M,302.2,310.5,1832,23.7,129,False,No Failure
179,L47358,L,298.2,308.2,1436,50.2,43,False,No Failure
5374,M20233,M,302.9,312.3,1809,25.0,180,False,No Failure
4647,L51826,L,303.3,311.4,1497,46.0,234,True,Tool Wear Failure
2212,M17071,M,299.6,309.0,1245,64.0,120,False,No Failure
7847,M22706,M,300.2,311.6,1608,35.0,212,False,No Failure
1063,L48242,L,296.8,307.9,1372,49.0,140,False,No Failure
8701,M23560,M,297.3,308.7,1451,43.8,24,False,No Failure
929,L48108,L,295.6,306.0,1949,21.9,5,False,No Failure
2495,L49674,L,299.1,308.8,1329,53.6,207,True,Overstrain Failure
9025,L56204,L,297.4,308.3,1366,45.5,11,False,No Failure
8818,H38231,H,297.3,308.6,1376,53.5,112,False,No Failure
7332,L54511,L,299.8,310.3,1524,34.2,196,False,No Failure
3102,H32515,H,299.8,309.0,1467,37.3,193,False,No Failure
7866,L55045,L,300.5,311.9,1383,50.5,35,False,No Failure
6484,L53663,L,300.7,309.9,1412,45.3,155,False,No Failure
4803,M19662,M,303.5,312.4,1318,54.2,177,False,No Failure
3542,L50721,L,301.8,310.8,1546,43.4,29,False,No Failure
2484,M17343,M,298.9,308.7,1402,49.8,167,False,No Failure
7145,M22004,M,300.4,309.8,1517,40.3,149,False,No Failure
9736,L56915,L,299.0,310.1,1444,47.7,161,False,No Failure
9097,L56276,L,297.2,308.1,1712,30.9,204,False,No Failure
855,M15714,M,296.3,307.3,1498,41.6,15,False,No Failure
7809,L54988,L,299.9,311.4,1627,36.7,118,False,No Failure
6920,L54099,L,301.0,311.5,1444,39.8,197,False,No Failure
5584,L52763,L,302.5,312.0,1673,29.9,42,False,No Failure
9036,M23895,M,297.3,308.1,1731,27.7,42,False,No Failure
4671,L51850,L,303.2,311.4,1610,35.5,63,False,No Failure
2793,L49972,L,300.4,309.7,1584,32.6,71,False,No Failure
3243,L50422,L,300.9,309.6,1384,42.4,131,False,No Failure
9698,M24557,M,298.8,309.8,1413,45.5,64,False,No Failure
3896,M18755,M,302.3,311.2,1546,40.0,71,False,No Failure
9997,H39410,H,298.9,308.4,1632,31.8,17,False,No Failure
5221,L52400,L,303.8,313.0,1633,32.9,207,False,No Failure
1675,L48854,L,298.1,307.8,1540,37.8,203,False,No Failure
5871,L53050,L,301.5,311.1,2055,16.8,105,False,No Failure
5349,L52528,L,303.3,312.6,1623,34.6,102,False,No Failure
9199,M24058,M,297.9,308.8,1538,37.6,54,False,No Failure
1096,L48275,L,296.9,307.5,2721,9.3,18,True,Power Failure
1216,L48395,L,296.8,307.9,1709,28.4,118,False,No Failure
6494,L53673,L,300.7,309.8,1363,53.1,183,False,No Failure
1452,L48631,L,298.9,310.4,1831,25.4,81,False,No Failure
9478,M24337,M,298.8,309.6,1693,33.3,170,False,No Failure
6880,H36293,H,300.8,311.2,2237,17.0,95,False,No Failure
201,L47380,L,298.4,308.6,1609,35.0,103,False,No Failure
8180,L55359,L,299.8,311.3,1560,35.4,178,False,No Failure
1735,M16594,M,298.5,308.1,1501,39.2,127,False,No Failure
1521,L48700,L,298.3,309.1,1472,40.1,31,False,No Failure
2981,L50160,L,300.4,309.5,1447,39.3,110,False,No Failure
1251,L48430,L,297.3,308.7,1549,36.1,218,False,No Failure
7479,L54658,L,300.1,311.3,1479,39.5,133,False,No Failure
5675,M20534,M,302.2,311.7,1393,42.5,53,False,No Failure
188,L47367,L,298.2,308.4,1379,43.1,65,False,No Failure
5443,L52622,L,303.1,312.7,1353,51.8,97,False,No Failure
3314,L50493,L,301.4,310.4,1737,31.9,96,False,No Failure
4532,L51711,L,302.5,310.5,1520,41.2,154,False,No Failure
6786,L53965,L,301.2,310.6,1389,45.3,64,False,No Failure
2324,M17183,M,299.2,308.7,1401,47.0,198,False,No Failure
6525,L53704,L,301.1,310.4,1874,24.8,47,False,No Failure
3758,M18617,M,302.2,311.1,1516,33.7,158,False,No Failure
1372,M16231,M,298.7,310.3,1495,38.7,88,False,No Failure
2085,L49264,L,299.5,309.3,1442,46.2,5,False,No Failure
3494,M18353,M,301.9,311.0,1638,35.4,116,False,No Failure
6044,M20903,M,300.7,310.9,1468,41.8,112,False,No Failure
6320,L53499,L,300.8,310.2,1514,40.0,155,False,No Failure
5178,H34591,H,304.0,313.1,1388,53.2,91,False,No Failure
1079,H30492,H,296.9,307.7,1656,30.8,181,False,No Failure
1868,L49047,L,298.1,307.9,1502,41.8,79,False,No Failure
5118,L52297,L,304.1,313.6,1611,31.4,144,False,No Failure
3634,M18493,M,302.2,311.3,1521,40.6,52,False,No Failure
9651,M24510,M,299.1,310.0,1437,41.1,192,False,No Failure
2602,L49781,L,299.3,309.1,1399,52.1,27,False,No Failure
296,M15155,M,298.1,308.6,1716,30.7,119,False,No Failure
9513,L56692,L,299.0,310.2,1575,37.8,42,False,No Failure
5672,H35085,H,302.2,311.6,1534,37.2,41,False,No Failure
2684,L49863,L,299.8,309.5,1590,28.5,23,False,No Failure
8005,L55184,L,300.9,312.0,1533,44.0,162,False,No Failure
3256,L50435,L,301.0,309.7,1491,42.9,165,False,No Failure
2064,L49243,L,299.7,309.6,1321,53.4,166,False,No Failure
1066,L48245,L,296.8,307.9,1718,25.2,148,False,No Failure
7787,L54966,L,300.3,311.5,1466,46.2,62,False,No Failure
6241,M21100,M,301.2,310.7,1394,42.8,168,False,No Failure
4479,L51658,L,302.5,310.2,1477,41.6,16,False,No Failure
8755,L55934,L,297.4,308.6,1635,30.5,159,False,No Failure
2554,L49733,L,299.3,309.1,1473,40.3,125,False,No Failure
2715,M17574,M,299.6,309.1,1366,55.2,95,False,No Failure
3576,L50755,L,301.7,310.5,1567,39.1,114,False,No Failure
3199,M18058,M,300.0,309.1,1463,45.7,11,False,No Failure
8862,L56041,L,297.9,309.1,1619,34.7,33,False,No Failure
4928,M19787,M,303.5,312.3,1543,33.3,71,False,No Failure
8902,L56081,L,297.3,308.6,1446,50.1,144,False,No Failure
7917,L55096,L,300.8,312.1,1512,37.1,169,False,No Failure
3598,M18457,M,301.7,310.5,1724,33.0,171,False,No Failure
3337,L50516,L,301.6,310.8,1535,35.4,148,False,No Failure
9172,M24031,M,297.7,308.8,1388,45.6,190,False,No Failure
3776,H33189,H,302.5,311.1,1850,23.3,203,False,No Failure
5952,L53131,L,300.7,310.9,1650,29.4,102,False,No Failure
3646,L50825,L,302.2,311.5,1413,43.5,83,False,No Failure
7628,L54807,L,300.5,311.7,1445,44.8,83,False,No Failure
4189,M19048,M,302.3,310.8,1611,31.8,169,False,No Failure
7687,M22546,M,300.7,311.7,1504,36.9,229,False,No Failure
800,M15659,M,297.0,307.8,1579,34.1,94,False,No Failure
3354,L50533,L,301.6,310.9,1632,31.6,189,False,No Failure
1454,L48633,L,299.1,310.4,1450,40.9,85,False,No Failure
4830,L52009,L,303.4,311.9,1491,38.2,26,False,No Failure
6562,L53741,L,301.5,310.7,1596,35.4,150,False,No Failure
4793,H34206,H,303.7,312.7,1564,40.2,150,False,No Failure
4115,L51294,L,302.0,310.6,1358,53.1,194,False,No Failure
6699,L53878,L,301.6,310.8,1418,44.7,46,False,No Failure
5064,H34477,H,304.0,312.9,1495,46.6,0,False,No Failure
2280,L49459,L,299.4,308.7,1525,39.0,90,False,No Failure
6542,L53721,L,301.4,310.7,1509,38.3,95,False,No Failure
5086,M19945,M,304.0,313.0,1377,56.0,61,False,No Failure
8949,M23808,M,297.4,308.3,1483,41.9,47,False,No Failure
2411,L49590,L,299.1,308.5,1689,32.1,192,False,No Failure
1457,L48636,L,299.0,310.3,1501,43.0,91,False,No Failure
3793,L50972,L,302.3,310.9,1459,35.0,32,False,No Failure
3290,M18149,M,301.2,310.1,1295,56.6,39,False,No Failure
7632,L54811,L,300.5,311.6,1444,49.3,92,False,No Failure
498,L47677,L,297.4,309.0,1505,39.2,209,False,No Failure
6778,L53957,L,301.2,310.7,1951,21.3,44,False,No Failure
3196,M18055,M,300.0,309.2,1635,32.4,4,False,No Failure
4945,M19804,M,303.6,312.7,1765,27.5,115,False,No Failure
2327,M17186,M,299.4,308.7,1487,52.6,205,False,No Failure
525,L47704,L,297.4,309.4,1620,35.4,51,False,No Failure
3681,L50860,L,302.2,311.5,1744,31.2,172,False,No Failure
7594,L54773,L,300.5,311.2,1270,67.5,208,True,Overstrain Failure
9515,L56694,L,299.0,310.1,1416,45.9,47,False,No Failure
3452,L50631,L,301.6,310.6,1455,43.9,0,False,No Failure
4377,M19236,M,301.9,309.6,1551,34.6,211,False,No Failure
1368,M16227,M,298.8,310.2,1581,37.5,75,False,No Failure
7696,L54875,L,300.6,311.7,1488,47.7,22,False,No Failure
2138,L49317,L,299.3,308.9,1623,31.1,152,False,No Failure
6876,M21735,M,300.8,311.2,1592,32.9,82,False,No Failure
8637,L55816,L,297.5,308.4,1723,27.3,67,False,No Failure
3832,M18691,M,302.3,310.9,1742,29.7,137,False,No Failure
6596,M21455,M,301.5,310.7,1460,38.6,14,False,No Failure
7011,M21870,M,300.5,310.5,1469,42.9,14,False,No Failure
7196,M22055,M,300.1,310.1,1443,49.3,61,False,No Failure
1104,M15963,M,296.7,307.4,1540,38.7,45,False,No Failure
6996,M21855,M,300.6,310.7,1705,31.2,181,False,No Failure
8817,M23676,M,297.2,308.5,1425,45.8,109,False,No Failure
7283,L54462,L,300.0,310.2,1486,36.4,66,False,No Failure
4768,L51947,L,303.6,311.9,1473,50.1,84,False,No Failure
3271,L50450,L,301.4,310.1,1937,21.8,205,False,No Failure
312,M15171,M,298.0,308.6,1453,44.1,165,False,No Failure
9081,L56260,L,297.2,308.0,1869,25.4,163,False,No Failure
4130,M18989,M,301.8,310.3,1666,32.7,19,False,No Failure
6276,L53455,L,301.3,310.8,1628,32.2,43,False,No Failure
2012,L49191,L,298.7,308.5,1616,30.2,34,False,No Failure
1638,L48817,L,297.9,307.8,1665,33.9,102,False,No Failure
756,H30169,H,296.8,308.1,1492,43.7,222,False,No Failure
9187,L56366,L,297.9,309.0,1629,29.0,26,False,No Failure
3385,L50564,L,301.3,310.6,1426,40.7,54,False,No Failure
3314,L50493,L,301.4,310.4,1737,31.9,96,False,No Failure
3396,L50575,L,301.4,310.5,1647,33.3,85,False,No Failure
2712,L49891,L,299.6,309.1,1407,50.6,85,False,No Failure
7563,M22422,M,300.3,311.1,1350,58.7,130,False,No Failure
4239,M19098,M,302.3,311.0,1521,34.8,72,False,No Failure
532,L47711,L,297.6,309.5,1549,34.9,68,False,No Failure
2726,L49905,L,299.8,309.4,1555,34.8,122,False,No Failure
2043,M16902,M,299.1,308.9,1397,52.4,112,False,No Failure
6217,L53396,L,301.1,310.8,1724,27.5,101,False,No Failure
4422,L51601,L,302.6,310.2,1325,62.4,92,True,Heat Dissipation Failure
5235,L52414,L,303.7,312.9,1461,50.1,31,False,No Failure
3813,L50992,L,302.0,310.6,1392,50.0,84,False,No Failure
7689,L54868,L,300.6,311.7,1553,39.8,0,False,No Failure
7079,L54258,L,300.7,310.5,1357,52.6,199,False,No Failure
3222,L50401,L,300.6,309.6,1423,49.1,74,False,No Failure
3311,L50490,L,301.3,310.4,1346,46.7,90,False,No Failure
3817,L50996,L,302.1,310.6,1459,47.6,93,False,No Failure
8817,M23676,M,297.2,308.5,1425,45.8,109,False,No Failure
9748,L56927,L,298.8,310.1,1481,47.4,187,False,No Failure
3536,H32949,H,301.9,311.0,1672,29.9,13,False,No Failure
9132,H38545,H,297.6,308.6,1463,46.7,85,False,No Failure
1226,H30639,H,297.1,308.3,1492,41.5,141,False,No Failure
6248,L53427,L,300.8,310.2,1492,46.3,187,False,No Failure
3438,L50617,L,301.5,310.5,2297,15.8,191,False,No Failure
9866,M24725,M,298.9,309.8,2450,13.9,89,False,No Failure
748,L47927,L,296.8,308.1,1356,48.3,201,False,No Failure
1946,L49125,L,298.1,308.1,1616,32.8,65,False,No Failure
